title,content,keywords
"Regent","The spiritual and temporal leader of the entire Sabbat sect. Believed to rule in Caine's stead.","caine's proxy,leader,lore,regent,sabbat,supreme,title"
"Regent (Tremere)","The leader of a local Tremere Chantry. They govern the Warlocks of the city and report to the Lord or Pontifex of the region.","camarilla,chantry leader,magician,regent,title,tremere"
"Religious Trauma","A specific theme explored in the game due to the setting's Sabbat history, acknowledging that much of the Sabbat's iconography and control mechanisms are twisted from Catholic trappings.","atmosphere,meta,religion,sabbat,theme,trauma"
"Renovations (Grove Arcade)","The official reason given by Prince Daveed Fourié for stripping the Grove Arcade of its Elysium status on December 3rd, 2025. Likely a euphemism for a security breach or political shift.","2025,coverup,daveed,elysium,grove arcade,history,politics"
"Revenant","A rare type of ghoul born to a ghoul family (like the Bratovitch). They produce their own weak vitae and are naturally long-lived without needing constant feeding. Used by the Sabbat and Tzimisce.","born ghoul,breeding stock,naturally magical,tzimisce servant"
"Rex 'The Dick' Morst","Ductus of Maximum Fatality. 8th Gen Brujah. A bully who hates Tallula for defecting. Bishop of War.","bishop,brujah,rex,sabbat,war"
"Rex the Dick (Destroyed)","Brujah antitribu. Former Sabbat Bishop of Pride. Slain June 7, 2025. Ran a biker gang in Canton.","biker,brujah,dead,npc,rex,sabbat"
"Ridgefangs","Tallula Donegan's original Sabbat pack. Disbanded/Defected in 1991. Known for their nomadic warring against the Camarilla.","history,pack,ridgefangs,sabbat,tallula"
"Rio de la Cruz","Lasombra Ancilla. A necromancer who uses 'Abyssal Ink' and 'Abyssal Ichor'. Recently quested to create lenses from a Timber Baron's eyes.","abyss,lasombra,necromancer,pc,quest,rio"
"Ritual: Blood Wine","A Thaumaturgy ritual to store vitae in wine. Known by Dr. Elezar and The Knight.","blood,ritual,storage,thaumaturgy"
"Ritual: Communicate with Kindred Sire","Allows telepathic communication with one's sire. Used by Dr. Elezar to talk to his 'mother'.","communication,ritual,sire,thaumaturgy"
"Ritual: Deflection of Wooden Doom","A common ritual making the caster resistant to staking.","defense,ritual,staking,thaumaturgy"
"Ritual: Pavis of Foul Presence","A ritual that reverses the effects of Presence used against the caster.","defense,presence,ritual,thaumaturgy"
"Ritual: Wake with Morning's Freshness","Allows a vampire to wake up during the day instantly if disturbed.","daytime,ritual,survival,thaumaturgy"
"Ritual: Ward vs. Lupines","A ritual creating a barrier that burns werewolves. Essential for Asheville's borders.","defense,ritual,thaumaturgy,werewolf"
"Ritualist","A vampire skilled in the performance of Ignoblis Ritae.","magic,pack,priest,ritualist,sabbat,title"
"Roach","Blood Brother pack (Stock 3). Members of the Sabbat.","blood brother,hive mind,roach,sabbat"
"Robert Fraser","Gangrel Ancilla and Primogen. He represents the Beasts of the domain. His primary concern is the encroaching threat of the Lupines and the security of the rural borders of Greater Asheville.","beast,border security,gangrel primogen,robert fraser,wilderness expert"
"Rötschreck","The Red Fear. The terror induced by fire or sunlight. It causes an immediate, panic-fueled flight reflex in vampires.","cowardice,fire fear,instinct,sun panic"
"Sabbat Coin ('bbat coin)","A rare gold coin from the Dahlonega Mint, used by local Sabbat and some savvy independents as an informal currency. One coin is roughly equivalent to a Minor Boon.","boon,coin,currency,gold,lore,sabbat,trade"
"Sabbat Coin (Item)","Rare gold coins from the Dahlonega Mint used as currency by local Sabbat. Worth roughly a Minor Boon.","coin,currency,item,lore,sabbat"
"Sabbat Join the Fight (1910)","The Sabbat's entry into the local conflict.","1910,history,sabbat,war"
"Sadie","Former Brujah Primogen. An Elder who led the council. Ashes recovered Jan 2025.","brujah,dead,elder,primogen,sadie"
"Sadie (Deceased)","Brujah Elder and former Primogen. Ashes recovered Jan 4, 2025. Former Harpy of Charlotte who moved to Asheville in 2001.","brujah,dead,elder,npc,primogen,sadie"
"Salubri","A nearly extinct clan of healers and warriors with a third eye. They were destroyed by the Tremere (who diablerized their founder, Saulot). They are hunted as 'soul eaters' by Camarilla propaganda.","extinct clan,healers,hunted,saulot,third eye"
"Salubri Healers (Lambs)","The original caste of the Salubri clan. Persecuted by the Tremere, they seek Golconda and practice the healing art of Obeah.","bloodline,healer,lamb,lore,obeah,salubri"
"Salubri Warriors","The caste of Salubri who turned to war to survive. They joined the Sabbat and practice the discipline of Valeren (burning righteous fire).","bloodline,lore,sabbat,salubri,valeren,warrior"
"Samedi","A bloodline of rotting necromancers. They resemble zombies and practice Thanatosis (decay). They often work as mercenaries.","bloodline,lore,mercenaries,necromancer,necromancers,rotting,samedi,thanatosis,zombie,zombies"
"Sanctioned (Passive Effect)","Passive Effect: None.","mechanic,none,passive,sanctioned,status"
"Sanctioned (Spent Effect)","Spent Effect: Allows a specifically defined breach of one sect law without punishment. An exception granted by Authority.","exception,law breaking,mechanic,sanctioned,spent,status"
"Sandman","A vampire who feeds from sleeping victims.","archetype,feeding,lifestyle,stealth"
"Sariya Anderson","Ductus of the 'Yahtzee Bitch' Sabbat pack. A Pander architect who builds traps and fortifications.","ductus,pander,sabbat,sariya,yahtzee bitch"
"Satyr Boys","A Sabbat pack of loyalists. Members include Michael (Malkavian Bishop), David (Brujah Ductus), Marko (Setite Abbot), Dwayne (Gangrel), and Star (Salubri).","loyalist,pack,sabbat,satyr boys"
"Sawtooth Pete","9th Gen Gangrel of Hushed Puppies. Bishop of Information. Former Cam Primogen.","bishop,gangrel,sabbat,sawtooth pete"
"Sawtooth Pete (Bishop)","Gangrel antitribu. The Sabbat Bishop of Resources. Former Camarilla Primogen who defected back to the Sword of Caine.","bishop,gangrel,npc,resources,sabbat,sawtooth pete"
"Saxon Braithwaite","Fledgeling Gangrel.","gangrel,pc,saxon"
"Scene Queen","A vampire who feeds from a specific subculture (goth, club, drug).","archetype,feeding,lifestyle,subculture"
"Schaefer Archive","The library of heretical texts held by Baron Schaefer at Mars Hill. Guarded by a Type-D Aegis.","library,location,lore,mars hill,schaefer"
"Schaefer's Fiefdom","The autonomous Anarch domain centered around Mars Hill University. It is known for hosting a library of texts that would be destroyed by the Camarilla for their heretical or dangerous nature.","anarch,heresy,library,location,mars hill,schaefer"
"Schismatics","The faction of Banu Haqim that split from Alamut to join the Camarilla.","banu haqim,camarilla,faction,schismatics"
"Schismatics Find a Seat (2000)","Banu Haqim entry to council.","2000,banu haqim,council,history"
"Scholar","A pack role for the vampire who keeps the lore and knowledge of the pack (often the Priest, but not always).","pack,role,sabbat,sage,scholar,title"
"SchreckNET","The former Nosferatu internet network. It was compromised by the NSA/Second Inquisition, leading to the destruction of many vampires. It is now strictly forbidden to use unencrypted digital comms for Kindred business.","compromised,danger,hacker network,history,nosferatu tech"
"SchreckNET 2.0","The attempt to rebuild the Nosferatu network after the SI crash. Heavily monitored and dangerous. 'xX_DarkRat_Xx' is a user.","danger,internet,lore,nosferatu,tech"
"Scout","A pack role for the vampire best suited to reconnaissance and stealth.","pack,role,sabbat,scout,spy,title"
"Scourge","A court official responsible for thinning the population of the domain. They hunt down Caitiff, unauthorized childer, and Thin-bloods to keep the vampire population sustainable and pure.","caitiff slayer,court officer,killer,population control,thin-blood hunter,title"
"Second Inquisition","The modern threat of government hunters (FBI/NSA).","antagonist,fbi,hunters,si,threat"
"Seneschal","The Prince's right hand and administrator. They handle the boring details of ruling, manage schedules, and stand in for the Prince when they are unavailable.","administrator,chamberlain,deputy,deputy prince,manager,second in command,secretary,title"
"Seneschal Big Ben","The Prince's right hand, a massive Elder of unknown clan (rumored Brujah). He defected with Tallula in 1991. Missing as of Dec 2024.","big ben,elder,missing,seneschal"
"Seneschal Huy","The Nosferatu Seneschal of Charlotte. A Vietnamese Elder of the 7th Generation who spent decades in torpor after the Vietnam War. He deepened the Charlotte warrens and enforces the Prince's will with silent efficiency.","charlotte,elder,huy,nosferatu,seneschal,vietnam"
"Seneschal's Whip","A rare title for an assistant specifically to the Seneschal, handling administrative enforcement rather than clan matters.","administrator,assistant,camarilla,rare,title,whip"
"Seraph","One of the four supreme commanders of the Black Hand. They answer only to the Regent (and technically the Consistory, though this is debated).","black hand,commander,general,sabbat,seraph,title"
"Sermon of Caine","The Sabbat rite of reading from the Book of Nod to remind the pack of their history and holy purpose.","lore,nod,religion,ritual,sabbat,sermon"
"Servire Svetlana Volshebnik","Tremere Elder. Accompanied Tallula to Argentina as her Servire. Reported Tallula's betrayal and death but holds out hope for her survival.","elder,loyal,npc,servire,svetlana,tremere"
"Setites (Ministry)","A clan worshipping the god Set. They act as corrupters and tempters, trading in vice and secrets. They hate the light and are enemies of the other clans (mostly). They recently rebranded as 'The Ministry'.","corrupters,ministry,set,snake worshippers,tempters"
"Sheriff","The martial enforcer of the Prince's laws. They investigate crimes, hunt criminals, and lead the domain's defense in times of war. They often appoint Deputies (Hounds) to assist them.","enforcer,investigator,martial,martial leader,police,police force,prince's sword,title"
"Sheriff Oliver","Nosferatu Ancilla and Sheriff of the domain. Known for his grumpy demeanor and phrases like 'Start shit, get hit'. Missing as of Dec 2024.","law,missing,nosferatu,oliver,sheriff"
"Shimmer (Brujah)","Former Seneschal to Tallula in late 2024/early 2025. Destroyed by Tallula after a failed assassination/coup attempt.","brujah,dead,npc,shimmer,traitor"
"Shovelhead","A slang term for a mass-embraced vampire, created by being drained, fed blood, hit with a shovel, and buried. If they claw their way out, they join the siege. Most die or are destroyed.","cannon fodder,infantry,sabbat,shovelhead,slang,title"
"Siege Commander","A temporary title for the leader (often a Cardinal or Archbishop) directing a siege against a Camarilla city.","general,sabbat,siege commander,temporary,title,war"
"Sire","The vampire who created another. Under the Tradition of Accounting, they are responsible for their childe's education and behavior.","camarilla,creator,parent,sire,teacher,title"
"Sister Tiffany (Elder)","Malkavian Elder (acknowledged May 2025). A former nun and civil rights organizer who served as Harpy from 1992 to 2025. She resigned her post upon reaching Elder status.","elder,harpy,malkavian,npc,nun,tiffany"
"Skill: Dodge","A skill used to evade attacks. A character with this skill can sacrifice their standard action to gain a +2 bonus to one Dodge test pool for the round.","combat,defense,dodge,mechanics,skill"
"Skill: Linguistics","For every dot in this skill, the character is fluent in one additional language. Without it, they only speak their native tongue.","communication,language,linguistics,mechanics,skill"
"Skill: Lore","A skill representing hidden supernatural knowledge. Each dot allows the player to choose a specific category (e.g., Clan Brujah, Noddist History).","knowledge,lore,mechanics,skill,specialization"
"Social Focus: Appearance","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., seduction).","appearance,attribute,focus,mechanics,social"
"Social Focus: Charisma","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., sweet-talking a group).","attribute,charisma,focus,mechanics,social"
"Social Focus: Manipulation","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., spreading lies).","attribute,focus,manipulation,mechanics,social"
"Sorcerer","A caste of Banu Haqim focused on blood magic.","banu haqim,caste,mage,term"
"Southern Hospitality","A Tzimisce pack (Bratovich family) based in Maggie Valley. Known for 'hillbilly horror' tactics.","bratovich,maggie valley,pack,sabbat,tzimisce"
"Sovereign (Passive Effect)","Passive Effect: Award 'Courteous', 'Enforcer', or 'Loyal' without expending. Target limited to one from you at a time. Cannot be openly contradicted in your domain (unless Privileged/Authority).","dominion,granting status,mechanic,passive,sovereign,status"
"Sovereign (Spent Effect)","Spent Effect: Give 'Sanctioned' or 'Forsaken' (Blood Hunt) in a single domain.","blood hunt,mechanic,punishment,sanction,sovereign,spent,status"
"Spearman","A slang term (often derogatory) for a ghoul or low-ranking neonate used as cannon fodder or muscle.","camarilla,muscle,pawn,slang,term"
"Star","9th Gen Salubri of The Satyr Boys. Enigma and Loyalist.","salubri,sabbat,star"
"Star (Salubri)","A mysterious Sabbat Salubri antitribu member of the Satyr Boys. An enigma who fights for the Sword of Caine.","antitribu,healer,sabbat,salubri,star"
"Static Challenge","A test against a fixed difficulty number set by the Storyteller (usually based on the complexity of the task). No opponent is involved.","challenge,mechanics,pve,system,test"
"Status","The currency of social standing in the Camarilla. Traits like 'Acknowledged', 'Ancilla', or 'Elder' define a vampire's rights and influence. Status is granted by the Prince and stripped by the Harpy.","influence,prestige,rank,reputation,social standing"
"Status Perfectus","The founding document of the Anarch Free States in California. It attempted to apply modern democratic principles to vampiric society, rejecting the feudal Prince system.","anarch,california,democracy,history,law,lore"
"Status Quo","The Sabbat faction that seeks to maintain the current power structure of the sect (Lasombra/Tzimisce leadership).","faction,lore,moderate,sabbat,status quo"
"Status Quo (Faction)","A Sabbat member who supports the current balance of power (Lasombra/Tzimisce leadership) and the Code of Milan as it stands.","balance,faction,moderate,political,sabbat,status quo"
"Status: Acclaimed","A Fleeting Status trait. Typically awarded by a Noble (Harpy, Seneschal, or Primogen of your own clan). Represents social praise and recognition.","acclaimed,buff,fleeting,noble,positive,social,status"
"Status: Architect","An Innate Status trait. Derived from the 'Architect of the Tower' Merit. Represents deep structural importance to the Camarilla.","architect,camarilla,conclave,innate,merit,positive,status"
"Status: Ascendant","An Abiding Status trait. Held by Justicars, Inner Circle members, or Imperators. Represents supreme authority.","abiding,ascendant,inner circle,justicar,positive,status,supreme"
"Status: Authority","An Abiding Status trait. Held by the Prince (and sometimes Seneschal/Justicars). Represents the right to rule and judge.","abiding,authority,positive,prince,ruler,status"
"Status: Boonbreaker","The specific Negative Status given by a Harpy to those who fail to repay a debt. Equivalent to Disgraced.","boonbreaker,harpy,negative,punishment,status"
"Status: Commander","An Abiding Status trait. Held by the Prince or higher officers (Justicar, Archon). Represents martial or executive command.","abiding,archon,commander,officer,positive,prince,status"
"Status: Confirmed","An Abiding Status trait. Held by any Ancilla of the Camarilla. Represents being a proven member of society.","abiding,ancilla,confirmed,positive,rank,status"
"Status: Courageous","A Fleeting Status trait. Awarded by a Commander or Authority. Represents bravery and martial capability.","combat,courageous,fleeting,positive,status"
"Status: Courteous","A Fleeting Status trait. Awarded by Prominent (Harpy) or Sovereign (Prince). Represents impeccable etiquette and social grace.","courteous,fleeting,positive,social,status"
"Status: Defender","A Fleeting Status trait. Awarded by an Enforcer (Sheriff/Scourge/Keeper) or Authority. Represents a guardian role.","defender,fleeting,guard,martial,positive,status"
"Status: Disgraced","A Negative Status trait. Awarded by a Guardian (Harpy/Keeper), refusal of Prominent effects, or breaking a Warned censure. Represents social pariah status.","censure,disgraced,negative,punishment,status"
"Status: Enforcer","An Abiding Status (for Officers) or Fleeting Status (if deputized). Held by Sheriff, Scourge, Keeper, or deputies of the Sovereign/Commander. Represents law enforcement.","abiding,enforcer,fleeting,keeper,positive,scourge,sheriff,status"
"Status: Established","An Abiding Status trait. Held by Elders. Represents age, tenure, and entrenched power.","abiding,elder,established,positive,status"
"Status: Favored","A Fleeting Status trait. Awarded by an Established (Elder). Represents being under an Elder's protection.","favored,fleeting,positive,protection,social,status"
"Status: Forsaken","A Negative Status trait. Given by Authority (Prince+). Represents a death sentence (Blood Hunt).","blood hunt,death,forsaken,negative,punishment,status"
"Status: Gallant","A Fleeting Status trait. Gained by fulfilling a boon to someone with 'Social Nobility'. Represents chivalry and honor.","boon,fleeting,gallant,positive,social,status"
"Status: Guardian","An Abiding Status trait. Held by Harpy or Keeper. Represents protection of social or physical norms.","abiding,guardian,harpy,keeper,positive,status"
"Status: Honorable","A Fleeting Status trait. Awarded by Prominent (Harpy) or Authority (Prince). Represents personal integrity.","fleeting,honorable,integrity,positive,social,status"
"Status: Loyal","A Fleeting Status trait. Awarded by Noble, Prestigious Sire, Authority, or Commander. Represents dedication to the sect/domain.","duty,fleeting,loyal,positive,social,status"
"Status: Noble","An Abiding Status trait. Held by Primogen, Whip (acting), Harpy, or Seneschal. Represents high court standing.","abiding,harpy,noble,positive,primogen,seneschal,status"
"Status: Ominous","An Abiding Status trait. Held by the Inner Circle. Represents terrifying, absolute power.","abiding,inner circle,ominous,positive,status"
"Status: Praised","A Fleeting Status trait. Gained by publicly insulting a Disgraced character. Represents social approval for shunning pariahs.","fleeting,insult,positive,praised,social,status"
"Status: Privileged","An Abiding Status trait. Held by Sheriff or Elder. Represents legal immunity and high standing.","abiding,elder,positive,privileged,sheriff,status"
"Status: Profane","The specific Negative Status given by a Keeper of Elysium to those who violate the sanctity of the location.","keeper,negative,profane,punishment,status"
"Status: Prominent","An Abiding Status trait. Held by the Harpy. Represents control over social standing.","abiding,harpy,positive,prominent,status"
"Status: Sanctified","(Distinct from Sanctioned) Often refers to territory made holy or safe, though 'Sanctioned' is the specific status for allowed law-breaking.","holy,safe,status,term"
"Status: Sanctioned","A Fleeting Status trait. Awarded by Sovereign (Prince). Represents a legal exception.","fleeting,legal,pardon,positive,sanctioned,status"
"Status: Sovereign","An Abiding Status trait. Held by the Prince. Represents absolute dominion over the territory.","abiding,positive,prince,sovereign,status"
"Status: Triumphant","A Fleeting Status trait. Gained by killing a Forsaken (Blood Hunted) Kindred. Represents victory.","fleeting,positive,status,triumphant,victory"
"Status: Victorious","A Fleeting Status trait. Gained by winning a Symbel (Status contest). Represents winning.","contest,fleeting,positive,status,symbel,victorious"
"Status: Victorious (Symbel)","The specific Fleeting Status awarded to the winner of a Symbel Ordeal. Allows the winner to refresh spent status.","mechanic,reward,status,symbel,victorious"
"Status: Vulgar","A Negative Status trait. Punished by Privileged (Sheriff) or Noble (Harpy/Seneschal/Primogen). Represents social faux pas.","negative,punishment,social,status,vulgar"
"Status: Warned","A Negative Status trait. Punished by Authority/Enforcer/Guardian or attacking an Elder. Represents a formal warning/probation.","negative,probation,punishment,status,warned"
"Suspire","The final test in a vampire's journey to achieve Golconda. A moment of enlightenment.","enlightenment,golconda,lore,myth,suspire"
"Svetlana Volshebnik","Elder Tremere advisor to the court. Arrived in 1991 to oversee the domain's transition. Acts as a liaison but holds no voting seat.","advisor,elder,magic,svetlana,tremere"
"Sweeper","An Anarch title for a vampire who introduces newcomers to the domain and ensures they know the local rules.","anarch,greeter,lore,role,sweeper,title"
"Symbel","A contest for status, the winner of which receives the 'Victorious' trait.","contest,mechanic,symbel,victorious"
"Symbel Ordeal","A formal contest or tournament used to determine status or appointments in the domain. Winners are often granted the status 'Victorious'.","contest,mechanic,politics,status,symbel"
"Symon Constantine","Character who read cartomancy spreads for the domain. Participated in a Truth or Dare game that threatened E.W. Grove.","fortune teller,mystic,pc,symon"
"Tal'Mahe'Ra","The True Black Hand. A death cult of ancients operating from the Shadowlands. (Deep lore).","death cult,deep lore,shadowlands,true black hand"
"Technique","A unique power created by mixing two disciplines. Accessible to vampires with thinner blood (Neonates/Ancillae) who cannot learn Elder Powers.","combo,mechanics,power,technique,thin blood"
"Technique: Bullseye Shot","A combination of Auspex and Celerity. Allows the user to make a ranged attack with supernatural accuracy, ignoring cover and penalties. Used by Tallula Donegan.","auspex,celerity,combat,combo,discipline,technique"
"Technique: Displacement Aura","A combination of Auspex and Obfuscate. The user appears to be slightly offset from their actual location, making them harder to hit. Used by Tallula Donegan.","auspex,combo,defense,discipline,obfuscate,technique"
"Technique: Fearful Blow","A combination of Potence and Presence. A strike that terrifies the victim, causing them to flee or cower.","combo,discipline,fear,potence,presence,technique"
"Technique: Master of Illusion","A combination of Chimerstry and Auspex. Allows for creating complex, multi-sensory illusions that are difficult to disbelieve.","auspex,chimerstry,combo,discipline,illusion,technique"
"Technique: Quickened Blood","A combination of Celerity and Fortitude. The vampire can spend blood to heal or buff themselves with incredible speed in a single turn.","celerity,combo,discipline,fortitude,speed,technique"
"Technique: Rend Flesh","A combination of Potence and Vicissitude. Allows the user to tear huge chunks of flesh from opponents, causing grievous wounds. Used by Sabbat monsters.","combo,damage,discipline,potence,technique,vicissitude"
"Technique: Vanishing Act","A combination of Obfuscate and Celerity. The user can disappear from plain sight instantly, even while being observed.","celerity,combo,discipline,obfuscate,stealth,technique"
"Technique: Will to Survive","A combination of Fortitude and Willpower. Allows the vampire to ignore wound penalties and stay active even when incapacitated.","combo,discipline,fortitude,survival,technique"
"Tegyrius (Justicar)","The Banu Haqim Justicar. A former Vizier who led the schismatics into the Camarilla.","banu haqim,justicar,leader,npc,tegyrius"
"Templar (Paladin)","An elite Sabbat warrior sworn to protect a Bishop, Archbishop, or Cardinal.","bodyguard,champion,elite warrior,enforcer,lore,paladin,sabbat,sabbat knight,templar,title"
"Terissa Langley","Pack Priest of Yule Tied. 9th Gen Lasombra. Secretly plotting against her sire Lucien with her sister Diana.","lasombra,priest,sabbat,terissa,traitor"
"Test Pool","The total number of traits (Attributes + Skills + Bonuses) a player uses to determine dominance in a challenge. Ties go to the defender/higher pool.","math,mechanics,pool,stats,traits"
"Thaumaturgy: Hands of Destruction","An aggressive path focusing on decay and entropy.","decay,discipline,entropy,thaumaturgy"
"Thaumaturgy: Lure of Flames","The path of creating and controlling fire. Highly dangerous due to Rötschreck.","combat,discipline,fire,thaumaturgy"
"Thaumaturgy: Movement of the Mind","The classic telekinesis path. Lifting objects, flight.","discipline,flight,telekinesis,thaumaturgy"
"Thaumaturgy: Path of Blood","The primary path of the Tremere. Manipulation of vitae itself (boiling, theft, potency).","blood,discipline,thaumaturgy,tremere"
"Thaumaturgy: Path of Caelestikinesis","The path of celestial movement/telekinesis. Used by 'The Knight'.","discipline,movement,telekinesis,thaumaturgy"
"Thaumaturgy: Path of Technomancy","A modern path allowing interaction with computers and machines. Used by xX_DarkRat_Xx.","computers,discipline,tech,thaumaturgy"
"The Amphitheater","The ritual combat arena located within the NC Arboretum Elysium. Used for duels and executions (like the 2001 Brujah Primogen execution).","arboretum,arena,combat,elysium,location"
"The Antediluvians","The progenitors of the thirteen clans, generally of the 3rd Generation. They are god-like beings of immense power sleeping in the earth. Their waking is the harbinger of Gehenna.","3rd generation,ancients,clan founders,gods,sleeping threats"
"The Arena (Arboretum)","A specific area within the North Carolina Arboretum designed for Kindred to settle disputes via physical combat. A holdover from Sabbat 'Games of Instinct' that was tolerated by the Camarilla until the location's retirement as Elysium in June 2025.","arboretum,arena,combat,history,location,sabbat remnant"
"The Baronies","The territories within an Anarch Free State, ruled by individual Barons.","anarch,barony,lore,structure,territory"
"The Beast","The primal, predatory drive within every vampire that urges them to kill, feed, and destroy. It is the source of frenzy and the enemy of Humanity.","hunger,instinct,monster within,predator,rage"
"The Biltmore Estate","A forbidden territory within Greater Asheville. By ancient treaty with the Lupines (Werewolves), no Kindred is permitted to enter the grounds. It was formerly the haven of Prince Evander before his destruction. Breaching this boundary acts as a declaration of war against the shifters.","biltmore,danger,forbidden,forbidden zone,location,lupine territory,lupines,treaty violation,ventrue,werewolves"
"The Black Hand (Faction)","A secret military sub-sect within the Sabbat. They are the special forces of the Sword of Caine, dedicated to the most dangerous missions and the protection of the sect's oldest secrets.","black hand,military,sabbat,secret,special forces,title"
"The Book of Nod","The sacred text of the Kindred (specifically Noddists and the Sabbat), detailing the history of Caine, the First City, and the prophecy of Gehenna. The Camarilla often suppresses it as dangerous superstition.","caine's history,gehenna,noddist lore,prophecy,scripture"
"The Camarilla (The Ivory Tower)","The dominant sect of vampires in the Western world. They enforce the Masquerade and the Traditions to hide from humanity and preserve their existence. They are a gerontocracy ruled by the oldest vampires.","government,hierarchy,ivory tower,masquerade,sect,traditions"
"The Circulatory System","A global human trafficking network used by vampires to transport vessels and rare blood types. Hints of its presence in Asheville's underworld.","blood,crime,lore,network,trafficking"
"The City of Enoch","The First City, built by Caine and his childer. A place where mortals and vampires lived in peace before the Great Deluge destroyed it. Caine ruled here as King.","caine,deluge,enoch,first city,history,lore"
"The Cobweb","The Malkavian Madness Network. A shared psychic consciousness connecting all Malkavians. Called 'The Madness Network' in the logs.","hive mind,lore,malkavian,network,psychic"
"The Consistory","The governing council of the Sabbat, comprised of Cardinals and Prisci. They advise the Regent and help steer the Sword of Caine.","consistory,council,government,leadership,sabbat,title"
"The Directorate","A term sometimes used for the Ventrue board of elders who direct clan policy within a city or region.","board,camarilla,directorate,leadership,term,ventrue"
"The Fifth Tradition: Hospitality","The courtesy of travel and introduction. Kindred entering a new domain must present themselves to the Prince or their proxy (usually the Sheriff or Seneschal) to acknowledge their authority and request the right to remain. In Asheville, this presentation is often done at Elysium or directly to the Seneschal, Big Ben, prior to his disappearance.","fifth tradition,foreigners,guest rights,hospitality,politeness,presentation,travel"
"The First Tradition: The Masquerade","The defining law of the Camarilla and the foundation of modern Kindred survival. It commands that vampires must not reveal their true nature to those not of the Blood. Doing so forfeits one's rights of Domain and usually their life. In the modern nights of the Second Inquisition, this Tradition is enforced with paranoid absolute zero-tolerance.","camarilla law,first tradition,hiding,masquerade,mortal ignorance,secrecy"
"The Fourth Tradition: The Accounting","The law of responsibility. Until a Childe is released (acknowledged) by their Sire, the Sire commands them and bears the burden of their sins. If a Childe breaches the Masquerade or insults an Elder, the Sire suffers the punishment. This period of tutelage ensures new Kindred understand the nuances of the Jyhad before being granted independent status.","accountability,fourth tradition,release,responsibility,sire and childe,tutelage"
"The Golden Rules of LARP","The foundational social contract of the game: Be Safe, Be Polite, and 'It's Not Real'. Includes the rules of 'No Touching' and 'No Stunts'.","etiquette,golden rules,meta,rules,safety"
"The Great Prank","The event in the late 20th century where the Malkavian Elders restored the discipline of Dementation to the clan, replacing Dominate for most members.","change,dementation,history,lore,malkavian,prank"
"The Harpy","The master of Elysium's social court (distinct from the Keeper). They record boons, announce status, and judge scandals. A Harpy's word can ruin a vampire's social life.","boon recorder,gossip,judge,socialite,status keeper"
"The Harpy's Ledger","The record of boons and status maintained by the Harpy.","boons,harpy,item,records,status"
"The Hex","A Nocturne Rock band pioneered by Zephyr. Their music has been suppressed and scrubbed from the internet.","band,hex,music,nocturne rock,zephyr"
"The Hushed Puppies","A Sabbat pack focused on transportation and criminal organizations. Led by Big Bird.","criminal,hushed puppies,pack,sabbat,transport"
"The Independent Alliance","A faction (Setites, Giovanni, etc.) that ratified a decision in Las Vegas (Sept 2025) to attack the Sabbat.","alliance,faction,independent,politics,war"
"The Ivory Tower","Metaphor for the Camarilla.","camarilla,metaphor,name,term"
"The Jyhad","The eternal, secret war played out between the Antediluvians and Methuselahs, using younger vampires as pawns. It is the great game of manipulation that defines Kindred history.","eternal struggle,great game,manipulation,puppet show,war of ages"
"The Keeper of Elysium","The court officer responsible for the physical safety and maintenance of Elysium. They have the authority to confiscate weapons and expel troublemakers from the safe zone.","elysium guard,event planner,host,pacifist enforcer,safety officer"
"The Masquerade","The First Tradition. The imperative to keep the existence of Kindred secret from mortals. Breaches are punished severely.","masquerade,secrecy,silence,tradition"
"The Promise of 1528","The non-interference treaty between the Camarilla and Clan Giovanni. The Giovanni agreed to stay out of sect politics in exchange for sovereignty over Venice and free trade.","1528,camarilla,giovanni,history,lore,treaty"
"The Prometheans","A faction within the Anarch Free State (referenced in 'Lore Bits'). They use 'Muses' as spies to keep the Camarilla out.","anarch,faction,lore,prometheans,spies"
"The Rack","The prime feeding grounds of a city, usually the club district or red-light district. Access to the Rack is a privilege granted by the Prince or Seneschal.","club district,easy feeding,hunting ground,prime territory,privilege"
"The Red List","A list of the most wanted criminals in the Camarilla. Vampires on this list are 'Anathema' and must be destroyed by any Camarilla member on sight.","anathema,bounty,camarilla,law,lore,red list"
"The Red Question","An Anarch philosophical movement questioning the need for Elders and the Traditions.","anarch,lore,philosophy,rebellion"
"The Red Star","Also known as Antares. Its appearance in 1999 signaled the beginning of the Nights of Turmoil and was interpreted as the Eye of Gehenna.","event,gehenna,history,lore,sign"
"The Red Star (1999)","A celestial event in the World of Darkness that signaled the beginning of the Gehenna Time. Prompted Tallula to crack down on Gehenna cults in Asheville.","1999,event,gehenna,history,sign"
"The Red Star (Event)","The appearance of the red star Antares in 1999, signaling the Gehenna Time and prompting Tallula's crackdown.","1999,gehenna,history,omen,red star"
"The Sabbat (The Sword of Caine)","A sect of vampires who reject the Masquerade and believe they should rule over humanity as gods. They are sworn enemies of the Antediluvians and the Camarilla. They practice the Vaulderie (blood sharing) to break blood bonds and create pack loyalty.","antagonists,inhuman,monsters,sect,sword of caine,vaulderie"
