title,content,keywords
"Kaymakli","The underground city in Turkey where Cappadocius held the 'Feast of Folly', sealing thousands of his 'unworthy' childer in the tunnels to starve or fall to the Beast.","lore,history,cappadocian,giovanni,feast of folly,kaymakli"
"Chorazin","The accursed city of the Baali. Believed to be where the infernalist clan retreats to worship their dark masters and await Gehenna.","lore,history,baali,chorazin,infernal,city"
"Convention of Thorns (1493)","The treaty signed at the Abbey of the Sacred Crown that ended the first Anarch Revolt. It officially formed the Camarilla and forced the Anarchs to join or flee (becoming the Sabbat).","lore,history,treaty,camarilla,anarch,1493"
"The Promise of 1528","The non-interference treaty between the Camarilla and Clan Giovanni. The Giovanni agreed to stay out of sect politics in exchange for sovereignty over Venice and free trade.","lore,history,treaty,giovanni,camarilla,1528"
"Code of Milan","The governing document of the Sabbat, emphasizing the duality of freedom and loyalty. It was adopted to stabilize the sect during civil wars in the New World.","lore,history,sabbat,law,code of milan,freedom"
"Status Perfectus","The founding document of the Anarch Free States in California. It attempted to apply modern democratic principles to vampiric society, rejecting the feudal Prince system.","lore,history,anarch,california,democracy,law"
"The Shadow Curtain","A mystical barrier erected by the Nosferatu Methuselah Baba Yaga over Eastern Europe (Russia), isolating it from the rest of the vampiric world for decades.","lore,history,baba yaga,nosferatu,russia,magic"
"Nictuku","Monstrous vampires created by the Nosferatu Antediluvian to hunt down and destroy his own clan. They are the boogeymen of the Sewer Rats.","lore,history,nosferatu,enemy,nictuku,hunter"
"Week of Nightmares (1999)","The apocalyptic event in Bangladesh where the Ravnos Antediluvian awoke. The resulting psychic backlash drove the Ravnos clan mad, leading to their near-extinction.","lore,history,ravnos,apocalypse,1999,week of nightmares"
"Cainite Heresy","A Gnostic belief from the Dark Ages claiming vampires were angels sent by God to rule over mortals. It infiltrated the Church before being crushed by the Inquisition.","lore,history,religion,heresy,church,dark ages"
"Euagetaematikon","The 'Book of Blood'. The sacred text of the Cainite Heresy.","lore,item,book,heresy,religion"
"The Great Prank","The event in the late 20th century where the Malkavian Elders restored the discipline of Dementation to the clan, replacing Dominate for most members.","lore,history,malkavian,dementation,prank,change"
"Knights of the Moon","A faction of Malkavians who resisted the Great Prank. They retain the discipline of Dominate and often manifest insanity as cold sociopathy rather than manic delusion.","lore,faction,malkavian,dominate,knights"
"Schismatics","The faction of Assamites (Viziers and Sorcerers) who fled Alamut and the madness of ur-Shulgi to seek sanctuary in the Camarilla.","lore,faction,assamite,banu haqim,refugees"
"Laibon","The vampires of Africa. They possess distinct lineages (legacies) and govern themselves under the Ebony Kingdom, separate from the Camarilla and Sabbat.","lore,faction,africa,laibon,ebony kingdom"
"Guruhi","A Laibon lineage of kings and land-rulers in Africa. They blend ancient tradition with modern corporate engineering.","lore,bloodline,laibon,guruhi,africa,kings"
"Ishtarri","A Laibon lineage (and Toreador bloodline) of diplomats, spies, and hedonists. They are known for their beauty and dual nature.","lore,bloodline,laibon,ishtarri,toreador,africa"
"Osebo","A Laibon lineage of warriors. They are often associated with the Beast and serve as the guardians of the Ebony Kingdom.","lore,bloodline,laibon,osebo,africa,warriors"
"Angellis Ater","The 'Black Angels'. A bloodline of Lasombra who turned to infernalism and joined the Baali. They combine Obtenebration with Daimoinon.","lore,bloodline,lasombra,baali,infernal,black angels"
"Telyav","A bloodline of Lithuanian Tremere who practiced animistic magic and rejected the Pyramid. They were believed destroyed but hide among the Sabbat.","lore,bloodline,tremere,sabbat,magic,telyav"
"Premascine","A Giovanni bloodline that acts as a throwback to the Cappadocians. They can learn the Mortis Path of Necromancy and often appear corpse-like.","lore,bloodline,giovanni,cappadocian,necromancy"
"Szlachta","War ghouls created by the Tzimisce using Vicissitude. They are lobotomized, armored with bone, and armed with bone-spurs.","lore,creature,ghoul,tzimisce,war,weapon"
"Gargoyles","A slave race created by the Tremere from the body parts of Gangrel, Nosferatu, and Tzimisce to fight in the Gargoyle Revolt. Now a free bloodline.","lore,bloodline,gargoyle,tremere,slave,construct"
"Harbingers of Skulls","The remnants of the Cappadocian clan who returned from the Shadowlands (or Kaymakli) to join the Sabbat. They wear masks to hide their skull-like faces.","lore,bloodline,cappadocian,sabbat,necromancer,revenant"
"Salubri Healers (Lambs)","The original caste of the Salubri clan. Persecuted by the Tremere, they seek Golconda and practice the healing art of Obeah.","lore,bloodline,salubri,healer,obeah,lamb"
"Salubri Warriors","The caste of Salubri who turned to war to survive. They joined the Sabbat and practice the discipline of Valeren (burning righteous fire).","lore,bloodline,salubri,warrior,sabbat,valeren"
"Daughters of Cacophony","A bloodline known for their supernatural voices (Melpominee). They are often called 'Sirens' and can shatter minds or objects with song.","lore,bloodline,daughters,siren,melpominee,music"
"Samedi","A bloodline of rotting necromancers. They resemble zombies and practice Thanatosis (decay). They often work as mercenaries.","lore,bloodline,samedi,necromancer,zombie,thanatosis"
"Lhiannan","A rare, druidic bloodline of the Gangrel (or independent) linked to spirit magic (Ogham). They are hunted and nearly extinct.","lore,bloodline,gangrel,druid,magic,extinct"
"Kiasyd","The 'Weirdlings'. A Sabbat bloodline created from Lasombra experimentation with Fae blood. They are tall, pale scholars who study the Abyss and Arcadia.","lore,bloodline,sabbat,kiasyd,fae,lasombra"
"Nagaraja","A bloodline of flesh-eating necromancers. They possess sharp teeth and must consume human flesh in addition to blood.","lore,bloodline,nagaraja,cannibal,necromancer"
"True Brujah","A bloodline claiming to be the true descendants of the Antediluvian Brujah, viewing the main clan as rebels who killed their sire. They master Time (Temporis).","lore,bloodline,brujah,true brujah,time,temporis"
"Inner Circle","The true ruling body of the Camarilla. A group of Elders (one from each clan) who meet every 13 years to set policy and appoint Justicars. They remain anonymous.","lore,camarilla,leadership,inner circle,politics"
"Justicar","The judges and enforcers of the Inner Circle. There is one for each pillar clan. They have absolute authority to enforce the Traditions and command Archons.","lore,camarilla,title,justicar,judge"
"Archon","A high-ranking agent of a Justicar. They travel the world enforcing Camarilla law and investigating threats.","lore,camarilla,title,archon,agent"
"Alastor","A specialized Archon or agent dedicated solely to hunting those on the Red List (The Anathema). They carry a 'Trophy' tattoo.","lore,camarilla,title,alastor,hunter,red list"
"The Red List","A list of the most wanted criminals in the Camarilla. Vampires on this list are 'Anathema' and must be destroyed by any Camarilla member on sight.","lore,camarilla,law,red list,anathema,bounty"
"Trophy","The physical mark (tattoo) carried by an Alastor, identifying them as a hunter of the Red List.","lore,camarilla,mark,alastor,trophy"
"Auctoritas Ritae","The High Rituals of the Sabbat. Thirteen rituals (like the Vaulderie, Creation Rites, Monomacy) practiced by the entire sect to ensure loyalty and unity.","lore,sabbat,ritual,auctoritas ritae,religion"
"Ignoblis Ritae","The Low Rituals of the Sabbat. Custom rituals created by individual packs to bond them together. Unique to each pack.","lore,sabbat,ritual,ignoblis ritae,pack"
"Vaulderie","The defining rite of the Sabbat. A communal blood-drinking ritual that breaks existing blood bonds and creates a 'Vinculum' (loyalty tie) to the pack.","lore,sabbat,ritual,vaulderie,blood bond"
"Monomacy","The Sabbat rite of ritual duel. Used to settle grievances or challenge leadership positions. The winner is often entitled to diablerize the loser.","lore,sabbat,ritual,monomacy,duel,combat"
"Creation Rites","The Sabbat method of Embrace. Often involves 'shovelheading'—draining a victim, bashing them with a shovel, and burying them to claw their way out.","lore,sabbat,ritual,embrace,shovelhead"
"Palla Grande","The Grand Ball. A major Sabbat festival held on Halloween (or Walpurgis Night). A mockery of Camarilla court involving excess and a blood feast.","lore,sabbat,ritual,palla grande,festival"
"War Party","A Sabbat rite where a pack hunts a specific potent enemy (usually an Elder) to diablerize them.","lore,sabbat,ritual,war party,hunt"
"Wild Hunt","A Sabbat rite where the sect hunts down a traitor who has revealed Sabbat secrets. The traitor is usually staked and burned.","lore,sabbat,ritual,wild hunt,justice"
"Fire Dance","A Sabbat rite where vampires prove their bravery by jumping through fire. Builds courage against Rötschreck.","lore,sabbat,ritual,fire dance,bravery"
"Games of Instinct","Sabbat 'sports' used to hone predatory skills. Examples include 'Cowboys and Indians' (hunting mortals) or 'Demolition Derby'.","lore,sabbat,ritual,games,sport"
"Sermon of Caine","The Sabbat rite of reading from the Book of Nod to remind the pack of their history and holy purpose.","lore,sabbat,ritual,sermon,religion,nod"
"Regent","The spiritual and temporal leader of the entire Sabbat sect. Believed to rule in Caine's stead.","lore,sabbat,title,regent,leader"
"Cardinal","A high-ranking Sabbat leader overseeing a vast geographic region (like the East Coast). They coordinate the war effort.","lore,sabbat,title,cardinal,general"
"Archbishop","The ruler of a Sabbat city. Equivalent to a Camarilla Prince, but often more of a spiritual and military commander.","lore,sabbat,title,archbishop,leader"
"Bishop","A Sabbat leader who advises the Archbishop or oversees a specific aspect of the city (e.g., Bishop of War, Bishop of Rituals).","lore,sabbat,title,bishop,advisor"
"Ductus","The leader of a Sabbat pack. Responsible for tactics and logistics.","lore,sabbat,title,ductus,pack leader"
"Priest (Sabbat)","The spiritual leader of a Sabbat pack. Responsible for conducting Ritae and maintaining morale.","lore,sabbat,title,priest,pack leader"
"Templar (Paladin)","An elite Sabbat warrior sworn to protect a Bishop, Archbishop, or Cardinal.","lore,sabbat,title,templar,bodyguard"
"Black Hand","The 'Lost Tribe'. A secret military order within the Sabbat (and beyond) dedicated to the service of the Antediluvians (or Caine, depending on the faction).","lore,sabbat,faction,black hand,military"
"Loyalists","A Sabbat faction that believes in absolute freedom. They reject hierarchy and only obey Caine's direct commands (which are none).","lore,sabbat,faction,loyalist,anarch"
"Ultra-Conservatives","A Sabbat faction that favors strict centralization and military discipline to win the Gehenna War.","lore,sabbat,faction,conservative,military"
"Status Quo","The Sabbat faction that seeks to maintain the current power structure of the sect (Lasombra/Tzimisce leadership).","lore,sabbat,faction,status quo,moderate"
"Pander","The Clanless of the Sabbat. Led by Joseph Pander, they fought for recognition as a legitimate 'clan' within the sect.","lore,sabbat,bloodline,pander,caitiff"
"Sweeper","An Anarch title for a vampire who introduces newcomers to the domain and ensures they know the local rules.","lore,anarch,title,sweeper,greeter"
"Agitator","An Anarch title for a vampire who stirs up debate and questions the status quo to keep the movement honest.","lore,anarch,title,agitator,rebel"
"The Baronies","The territories within an Anarch Free State, ruled by individual Barons.","lore,anarch,structure,barony,territory"
"Consistory","The council of Cardinals and Prisci that advises the Regent of the Sabbat.","lore,sabbat,structure,consistory,council"
"Priscus","An advisor in the Sabbat with great status but no temporal command. They advise the Consistory.","lore,sabbat,title,priscus,advisor"
"Noddism","The study of the Book of Nod and the history of Caine. Central to Sabbat theology.","lore,sabbat,religion,noddism,caine"
"Path of Enlightenment","An alternative moral code to Humanity, used by Sabbat and Elders to control the Beast. Examples: Path of Caine, Path of Lilith, Path of Night.","lore,mechanics,path,morality,sabbat"
"Prince (Praxis Holder)","The supreme ruler of a Camarilla domain. They hold the right of Praxis, the authority to create progeny, judge disputes, and call Blood Hunts. Their word is law within the city limits.","title,camarilla,prince,ruler,praxis,authority"
"Seneschal","The Prince's second-in-command and chamberlain. They oversee the nightly operations of the domain, manage the Prince's schedule, and act as ruler when the Prince is unavailable or torpid.","title,camarilla,seneschal,deputy,chamberlain,administrator"
"Harpy","The arbiter of social status and scandal. They maintain the ledger of boons, announce who is 'in' or 'out' of favor, and punish social faux pas with status bans like 'Vulgar' or 'Disgraced'.","title,camarilla,harpy,social,status,judge"
"Sheriff","The martial enforcer of the Prince's will. Responsible for physical security, investigating crimes against the Traditions, and hunting down enemies of the domain. They may appoint Deputies to assist them.","title,camarilla,sheriff,enforcer,police,martial"
"Keeper of Elysium","The guardian of the domain's most sacred grounds. They ensure the sanctity of Elysium, confiscate weapons, and manage the comfort and entertainment of guests. They have absolute authority within the Elysium's walls.","title,camarilla,keeper,elysium,guardian,host"
"Scourge","A controversial position tasked with population control. They hunt down and destroy the 'unwanted': Caitiff, thin-bloods, and unauthorized neonates who have not been presented to the Prince.","title,camarilla,scourge,hunter,population control,killer"
"Primogen","A member of the council of elders that advises the Prince. Typically, there is one Primogen for each 'Pillar Clan' in the city. They represent their clan's interests and check the Prince's power.","title,camarilla,primogen,council,advisor,clan leader"
"Whip","The assistant and enforcer for a Primogen. They keep the clan members in line, communicate the Primogen's orders, and act as a proxy in council meetings when the Primogen is absent.","title,camarilla,whip,assistant,clan enforcer,deputy"
"Justicar","One of the supreme judges of the Camarilla, elected by the Inner Circle to a 13-year term. There is one Justicar for each clan. They have the power to depose Princes and command the entire sect's resources.","title,camarilla,justicar,supreme judge,leader,global"
"Archon","An agent and deputy of a Justicar. They travel the world enforcing the Justicar's will, investigating corruption, and hunting the Red List. They carry the full authority of their patron.","title,camarilla,archon,agent,deputy,enforcer"
"Alastor","A specialized Archon or hunter dedicated solely to pursuing those on the 'Red List' (the Anathema). They are marked with a magical tattoo (The Trophy) and have global authority to command assistance.","title,camarilla,alastor,red list,hunter,specialist"
"Inner Circle","The secretive ruling body of the entire Camarilla. Composed of the eldest members of each clan, they meet every 13 years in Venice to set global policy and appoint Justicars.","title,camarilla,inner circle,ruler,secret,global"
"Imperator","A rare military title for the supreme commander of the Camarilla's forces during times of great war. Karsh is the most famous Imperator.","title,camarilla,imperator,general,warlord,military"
"Praxis","The claim of right to rule a domain. A Prince 'claims Praxis' to establish their sovereignty. It must be backed by the ability to enforce it and the recognition of the court.","term,camarilla,praxis,sovereignty,rule,law"
"Domain","The physical territory claimed by a Prince or granted to a vassal. The holder of a domain has the right to feed within it and restrict access to others.","term,camarilla,domain,territory,land,feeding"
"Elysium","A designated location where violence is strictly forbidden. It is a neutral ground for art, politics, and socialization. Breaching the peace of Elysium is a capital offense.","term,camarilla,elysium,sanctuary,peace,neutral"
"The Rack","The prime feeding grounds of a city (e.g., club districts). Access to the Rack is a privilege granted by the Prince, often reserved for Elders and Primogen.","term,camarilla,rack,feeding,territory,privilege"
"Hound","A slang term or official title for a Deputy Sheriff. They assist the Sheriff in patrolling the domain and subduing criminals.","title,camarilla,hound,deputy,sheriff,enforcer"
"Deputy","An assistant to an official (Sheriff, Scourge, Keeper). They derive their authority from their superior and serve at their pleasure.","title,camarilla,deputy,assistant,enforcer,minion"
"Chancellor","A title sometimes used for the Keeper of records or a high-ranking advisor who manages the city's mortal influence and bureaucracy.","title,camarilla,chancellor,bureaucrat,advisor,clerk"
"Herald","A messenger of the Prince. They deliver proclamations, summons, and warnings to the Kindred of the city. In some courts, this role is merged with the Harpy or Seneschal.","title,camarilla,herald,messenger,voice,official"
"Ambassador","A representative from another domain or sect (rarely). They negotiate treaties and maintain diplomatic channels.","title,camarilla,ambassador,diplomat,envoy,foreigner"
"Consul","A representative of the Camarilla sent to a non-Camarilla city (like an Anarch Free State) to act as a liaison and observer.","title,camarilla,consul,diplomat,observer,spy"
"Prince's Court","The collective body of officers and acknowledged Kindred who attend the Prince's gatherings. It is the center of social and political life.","term,camarilla,court,gathering,society,politics"
"Acknowledged","A status trait indicating a neonate has been accepted by the Prince as a full member of Camarilla society. Without it, a vampire has no rights.","status,camarilla,acknowledged,membership,citizenship"
"Unacknowledged","A vampire who has not been presented to or accepted by the Prince. They are effectively non-citizens and have no protection under the Traditions.","status,camarilla,unacknowledged,outcast,vulnerable"
"Fledgling","A young vampire who is still under the accounting of their sire. They are not yet independent and their sire is responsible for their actions.","status,camarilla,fledgling,child,dependent"
"Neonate","A young vampire (typically <50 years active) who has been released/acknowledged but has not yet earned the rank of Ancilla.","status,camarilla,neonate,rank,young"
"Ancilla","A vampire of intermediate age and status (typically 50-300 years). They serve as the ambitious middle management of the sect, aiming for Elder status.","status,camarilla,ancilla,rank,middle management"
"Elder","A vampire of significant age (300+ years) and power. They hold the highest positions and command the most respect (and fear).","status,camarilla,elder,rank,leader,ancient"
"Methuselah","A vampire of incredible age (1000+ years), often of the 4th or 5th generation. They are rarely seen in open court and are feared for their godlike power.","status,camarilla,methuselah,ancient,myth,god"
"Antediluvian","The progenitors of the clans, from the time before the Great Flood. They are the sleeping gods of the Kindred, whose waking brings Gehenna.","status,camarilla,antediluvian,progenitor,god,apocalypse"
"Autarkis","A vampire who refuses to join the Camarilla or any other sect, living on the fringes of society. They claim no rights and offer no allegiance.","status,camarilla,autarkis,independent,rogue"
"Caitiff","A vampire of no clan. They are treated as second-class citizens or worse, often rounded up by the Scourge or used as scapegoats.","status,camarilla,caitiff,clanless,pariah,scum"
"Thin-Blood","A vampire of high generation (14th/15th) with weak blood. They are viewed as harbingers of Gehenna and are often hunted or barred from the city.","status,camarilla,thin-blood,weak,omen,hunted"
"Ghoul","A mortal servant fed vampire blood. They serve as daylight agents, bodyguards, and retainers. They are considered property of their domitor.","term,camarilla,ghoul,servant,property,mortal"
"Domitor","The vampire master of a ghoul. They hold the blood bond and command the ghoul's loyalty.","title,camarilla,domitor,master,owner"
"Sire","The vampire who created another. Under the Tradition of Accounting, they are responsible for their childe's education and behavior.","title,camarilla,sire,parent,creator,teacher"
"Childe","The progeny of a vampire. Until released, they are the responsibility of their sire.","title,camarilla,childe,offspring,student"
"Brood","A group of vampires sired by the same vampire. They are 'siblings' in blood.","term,camarilla,brood,family,siblings"
"Lineage","The genealogy of a vampire, tracing back to the Antediluvian. Ventrue and Lasombra place immense value on reciting and documenting lineage.","term,camarilla,lineage,ancestry,pedigree,history"
"Regent (Tremere)","The leader of a local Tremere Chantry. They govern the Warlocks of the city and report to the Lord or Pontifex of the region.","title,camarilla,tremere,regent,chantry leader,magician"
"Pontifex","A high-ranking Tremere leader overseeing a vast geographic region (consisting of several domains). They answer to the Council of Seven.","title,camarilla,tremere,pontifex,regional leader,magician"
"Lord (Tremere)","A Tremere rank above Regent but below Pontifex. They oversee a cluster of Chantries.","title,camarilla,tremere,lord,middle management,magician"
"Apprentice","A Tremere rank for a neonate or ancilla who has not yet achieved the rank of Regent. There are seven circles of apprenticeship.","title,camarilla,tremere,apprentice,student,rank"
"Primogen Council","The collective body of Primogen. They meet to vote on domain issues, advise the Prince, and in some cities, elect the Prince.","term,camarilla,council,government,legislature"
"The Directorate","A term sometimes used for the Ventrue board of elders who direct clan policy within a city or region.","term,camarilla,ventrue,directorate,board,leadership"
"Pyramid","The rigid hierarchical structure of Clan Tremere. Every member has a specific rank and superior they must obey.","term,camarilla,tremere,pyramid,hierarchy,structure"
"Spearman","A slang term (often derogatory) for a ghoul or low-ranking neonate used as cannon fodder or muscle.","term,camarilla,slang,muscle,pawn"
"Seneschal's Whip","A rare title for an assistant specifically to the Seneschal, handling administrative enforcement rather than clan matters.","title,camarilla,whip,assistant,administrator,rare"
"Regent","The supreme leader of the Sabbat, ruling in the name of Caine. They interpret the Book of Nod and set the spiritual and military direction of the entire sect. They rule from Mexico City.","title,sabbat,regent,leader,supreme,caine's proxy"
"Cardinal","A high-ranking Sabbat leader who oversees a vast geographic region (e.g., the East Coast). They coordinate war efforts, sieges, and the movements of Archbishops. They hold a seat on the Consistory.","title,sabbat,cardinal,general,regional leader,overseer"
"Archbishop","The ruler of a Sabbat city or domain. Unlike a Prince, their rule is often shared with a council of Bishops, though they are the ultimate authority in military and spiritual matters for that city.","title,sabbat,archbishop,city leader,prince equivalent,ruler"
"Bishop","A lieutenant to an Archbishop or a leader of a specific aspect of the city's governance (e.g., Bishop of War, Bishop of the Faith). They advise the Archbishop and command respect from local packs.","title,sabbat,bishop,advisor,lieutenant,council"
"Priscus","An advisor of immense status but technically no command authority. They form the 'Consistory' that advises the Regent and Cardinals. Packs often seek their wisdom or patronage.","title,sabbat,priscus,advisor,elder,consistory"
"The Consistory","The governing council of the Sabbat, comprised of Cardinals and Prisci. They advise the Regent and help steer the Sword of Caine.","title,sabbat,consistory,council,government,leadership"
"Ductus","The tactical leader of a Sabbat pack. Chosen by the pack (not appointed from above), they make the combat decisions and decide the pack's immediate goals.","title,sabbat,ductus,pack leader,captain,tactician"
"Pack Priest","The spiritual leader of a Sabbat pack. They conduct the Auctoritas Ritae (like the Vaulderie) and ensure the pack remains loyal to the sect and true to their Path of Enlightenment.","title,sabbat,priest,spiritual leader,ritualist,guide"
"Abbot","The pack member responsible for the maintenance, security, and logistics of the communal haven. They ensure the pack has blood, weapons, and a safe place to sleep.","title,sabbat,abbot,quartermaster,logistics,haven keeper"
"Templar (Paladin)","An elite warrior sworn to protect a specific leader (Bishop, Archbishop, Cardinal). They are the bodyguards and executioners of the Sabbat hierarchy, answering only to their charge.","title,sabbat,templar,paladin,bodyguard,enforcer"
"Inquisitor","A member of the Sabbat Inquisition. They investigate infernalism and treason within the sect. They have the authority to accuse and try even high-ranking leaders.","title,sabbat,inquisitor,investigator,internal affairs,judge"
"Grand Inquisitor","The head of the Sabbat Inquisition. A terrifying figure who directs the hunt for infernalists and heretics across the entire sect.","title,sabbat,grand inquisitor,leader,judge,feared"
"Judge Inquisitor","A high-ranking Inquisitor authorized to convene tribunals and pass judgment on suspected traitors or infernalists.","title,sabbat,judge inquisitor,judge,prosecutor,law"
"Knight Inquisitor","The martial arm of the Inquisition. They hunt down those accused by the Judges and drag them to trial (or destroy them if they resist).","title,sabbat,knight inquisitor,enforcer,hunter,soldier"
"The Black Hand (Faction)","A secret military sub-sect within the Sabbat. They are the special forces of the Sword of Caine, dedicated to the most dangerous missions and the protection of the sect's oldest secrets.","title,sabbat,black hand,special forces,military,secret"
"Seraph","One of the four supreme commanders of the Black Hand. They answer only to the Regent (and technically the Consistory, though this is debated).","title,sabbat,seraph,black hand,general,commander"
"Dominion","A mid-level commander in the Black Hand, leading a 'Kamut' (a pack of Black Hand operatives).","title,sabbat,dominion,black hand,captain,officer"
"Cadet","A recruit in training for the Black Hand. They must survive rigorous trials to become a full member.","title,sabbat,cadet,black hand,recruit,trainee"
"True Sabbat","A vampire who has proven themselves to the sect (usually after surviving their Creation Rites and first siege). They are full members with the right to speak in council.","status,sabbat,true sabbat,member,citizen,proven"
"False Sabbat","A vampire who claims membership but has not yet proven themselves (or is suspected of treason). They have no rights and are often used as cannon fodder.","status,sabbat,false sabbat,unproven,fodder,suspect"
"Shovelhead","A slang term for a mass-embraced vampire, created by being drained, fed blood, hit with a shovel, and buried. If they claw their way out, they join the siege. Most die or are destroyed.","title,sabbat,shovelhead,infantry,cannon fodder,slang"
"Cainite","The preferred term Sabbat vampires use for themselves, emphasizing their descent from Caine and rejection of their human past (unlike 'Kindred').","term,sabbat,cainite,identity,vampire,proud"
"Noddist","A scholar of the Book of Nod. They study the lore of Caine and the Antediluvians, seeking signs of Gehenna.","title,sabbat,noddist,scholar,historian,priest"
"Keeper of the Code","A title sometimes given to a vampire (often a Priest or Priscus) renowned for their knowledge of the Code of Milan and Sabbat law.","title,sabbat,keeper of the code,lawyer,judge,scholar"
"War Party Leader","A temporary title for a vampire leading a 'War Party' hunt. They have absolute authority during the hunt.","title,sabbat,war party,leader,hunt,temporary"
"Wild Hunt Leader","A temporary title for a vampire leading a 'Wild Hunt' against a traitor. They are deputized to destroy the target by any means necessary.","title,sabbat,wild hunt,leader,executioner,temporary"
"Loyalist (Faction)","A Sabbat member who believes in absolute freedom and rejects the hierarchy of Regents and Cardinals. They follow Caine's example of answering to no one.","faction,sabbat,loyalist,anarch,rebel,freedom"
"Ultra-Conservative (Faction)","A Sabbat member who believes the sect needs strict military discipline and centralization to win the Gehenna War. They support the Regent and the hierarchy.","faction,sabbat,ultra-conservative,authoritarian,military,order"
"Status Quo (Faction)","A Sabbat member who supports the current balance of power (Lasombra/Tzimisce leadership) and the Code of Milan as it stands.","faction,sabbat,status quo,moderate,balance,political"
"Pander (Title)","A member of the Pander bloodline (Clanless Sabbat). They have fought for and won the right to be treated as a legitimate tribe within the sect.","title,sabbat,pander,clanless,tribe,legitimate"
"Tzimisce Voivode","An honorary title for a powerful Tzimisce elder, respecting their clan's feudal roots.","title,sabbat,tzimisce,voivode,elder,lord"
"Lasombra Magister","An honorary title for a Lasombra who has mastered the shadows and the games of politics.","title,sabbat,lasombra,magister,master,lord"
"Pack","The fundamental social unit of the Sabbat. A group of vampires bound by the Vinculum (blood bond) who live, fight, and die together.","term,sabbat,pack,unit,family,squad"
"Nomad Pack","A Sabbat pack that travels from city to city, acting as messengers, scouts, or reinforcements. They have no permanent domain.","term,sabbat,nomad,traveler,scout,drifter"
"Founded Pack","A Sabbat pack that settles permanently in a city, establishing a communal haven and taking territory.","term,sabbat,founded pack,settler,resident,territory"
"Kamut","A specific term for a pack comprised entirely of Black Hand operatives.","term,sabbat,kamut,black hand,squad,elite"
"Siege Commander","A temporary title for the leader (often a Cardinal or Archbishop) directing a siege against a Camarilla city.","title,sabbat,siege commander,general,war,temporary"
"Liaison","A vampire appointed to communicate between different packs or factions within a city to ensure unity.","title,sabbat,liaison,messenger,diplomat,coordinator"
"Scout","A pack role for the vampire best suited to reconnaissance and stealth.","title,sabbat,scout,spy,role,pack"
"Scholar","A pack role for the vampire who keeps the lore and knowledge of the pack (often the Priest, but not always).","title,sabbat,scholar,sage,role,pack"
"Enforcer (Pack)","A pack role for the strongest combatant, responsible for physical threats to the pack.","title,sabbat,enforcer,muscle,fighter,pack"
"Face (Pack)","A pack role for the vampire who handles social interactions with outsiders or other packs.","title,sabbat,face,diplomat,social,pack"
"Harbinger","A messenger sent ahead of a nomadic pack or war party to announce their arrival (or issue threats).","title,sabbat,harbinger,messenger,herald,threat"
"Recruiter","A Sabbat vampire who specializes in identifying potential shovelheads or true recruits for the sect.","title,sabbat,recruiter,sire,scout,growth"
"Ritualist","A vampire skilled in the performance of Ignoblis Ritae.","title,sabbat,ritualist,priest,magic,pack"
"Cobbler","A Sabbat vampire (often Nosferatu) who creates fake identities and papers for the pack to move through mortal society.","title,sabbat,cobbler,forger,spy,support"
"Cleaner","A Sabbat vampire responsible for cleaning up the Masquerade breaches (or 'Silence of the Blood' breaches) left after a raid.","title,sabbat,cleaner,fixer,cleanup,support"
"Dogcatcher","A slang term for a Sabbat vampire who specializes in hunting Lupines (werewolves) or gangrel antitribu who have gone feral.","title,sabbat,dogcatcher,hunter,slang,specialist"
"Firewalker","A vampire who has passed the Fire Dance ritual and is respected for their bravery.","status,sabbat,firewalker,brave,veteran,ritual"
"Path Follower","A vampire who has formally adopted a Path of Enlightenment, abandoning Humanity. They are viewed as more 'evolved' by the sect.","status,sabbat,path follower,enlightened,true sabbat,moral"
"E.W. Grove (Keeper Emeritus)","Ventrue Ancilla and owner of the Grove Park Inn. Granted his wish to make the Inn an Elysium in June 2025 by Prince Daveed, shortly before being replaced as Keeper by Michael Valentine.","npc,ventrue,grove,keeper,elysium,builder"
"Sister Tiffany (Elder)","Malkavian Elder (acknowledged May 2025). A former nun and civil rights organizer who served as Harpy from 1992 to 2025. She resigned her post upon reaching Elder status.","npc,malkavian,elder,tiffany,harpy,nun"
"Ken Dances","Reclusive Nosferatu Neonate and host of the pirate radio show 'The Weather'. He has not been seen at a Gather in decades, yet everyone knows his voice.","npc,nosferatu,ken dances,radio,weather,voice"
"Zelda Fitzgerald (Asylum Seeker)","Toreador Childe of Tallula Donegan. Formerly the Sabbat Bishop of the Arts and Emissary. She sought asylum with the Camarilla on August 2nd, 2025, after Mallori Mayhem's rise.","npc,toreador,zelda,sabbat defector,asylum,fitzgerald"
"(Petty) Baron Schaefer","Brujah Baron of Mars Hill. He holds a unique treaty allowing Sabbat members to store heretical books and artifacts in his library for safekeeping as a disinterested third party.","npc,brujah,anarch,baron,schaefer,librarian"
"Archbishop Mallori Mayhem","Malkavian Antitribu. Former Archon to Cardinal Polonia. Claimed the Bloodbath on August 2nd, 2025, establishing a new Sabbat Archdiocese in the region.","npc,sabbat,archbishop,mallori mayhem,leader,malkavian"
"Twist (Bishop)","Nosferatu antitribu. The Sabbat Bishop of Information in the new Mallori Mayhem Archdiocese.","npc,sabbat,bishop,twist,nosferatu,information"
"Sawtooth Pete (Bishop)","Gangrel antitribu. The Sabbat Bishop of Resources. Former Camarilla Primogen who defected back to the Sword of Caine.","npc,sabbat,bishop,sawtooth pete,gangrel,resources"
